State,state_po,County name,county_fips,demvotes80,repvotes80,Total_votes,%Votes_Dem80,%Votes_Rep80,tot2pty80,demsh80,repsh80,demvotes00,repvotes00,Total_votes,%Votes_Dem00,%Votes_Rep00,tot2pty00,demsh00,repsh00,demvotes16,repvotes16,Total_votes,%Votes_Dem16,%Votes_Rep16,tot2pty16,demsh16,repsh16,demvotes20,repvotes20,Total_votes,%Votes_Dem20,%Votes_Rep20,tot2pty20,demsh20,repsh20
ALABAMA,AL,DEKALB,1049,8820,9673,18690,0.471910112359551,0.517549491706795,18493,0.476937219488455,0.523062780511545,7056,12827,20285,0.347843233916687,0.632339166872073,19883,0.354876024744757,0.645123975255243,3622,21405,25826,0.140246263455433,0.828815921939131,25027,0.144723698405722,0.855276301594278,4281,24767,29356,0.145830494617795,0.843677612753781,29048,0.147376755714679,0.852623244285321
ALABAMA,AL,ELMORE,1051,5947,8688,15190,0.391507570770244,0.571955233706386,14635,0.40635462931329,0.59364537068671,6652,16777,23804,0.279448832129054,0.704797513023021,23429,0.283921635579837,0.716078364420163,8443,27634,37260,0.226596886741814,0.741653247450349,36077,0.234027219558167,0.765972780441833,10367,30164,41030,0.252668778942237,0.735169388252498,40531,0.255779526781969,0.744220473218031
ALABAMA,AL,ESCAMBIA,1053,5148,6513,12053,0.427113581680909,0.540363395005393,11661,0.441471571906355,0.558528428093645,4523,6975,11660,0.387907375643225,0.59819897084048,11498,0.393372760480083,0.606627239519916,4605,9935,14845,0.31020545638262,0.669248905355339,14540,0.316712517193948,0.683287482806052,4918,10869,15910,0.309113764927718,0.683155248271527,15787,0.31152213846836,0.68847786153164
ALABAMA,AL,ETOWAH,1055,20790,16177,37806,0.549912712267894,0.42789504311485,36967,0.562393486082181,0.437606513917819,17433,21087,39348,0.443046660567246,0.535910338517841,38520,0.452570093457944,0.547429906542056,10442,32353,44164,0.236436916945929,0.732564985055701,42795,0.244000467344316,0.755999532655684,11567,35528,47728,0.242352497485753,0.744384847468991,47095,0.245609937360654,0.754390062639346
ALABAMA,AL,FAYETTE,1057,3389,3315,6789,0.499189865959641,0.48828988068935,6704,0.505519093078759,0.494480906921241,3064,4582,7808,0.392418032786885,0.586834016393443,7646,0.400732409102799,0.599267590897201,1362,6712,8249,0.165110922536065,0.813674384773912,8074,0.168689621005697,0.831310378994303,1395,7300,8766,0.159137577002053,0.832762947752681,8695,0.160437032777458,0.839562967222542
ALABAMA,AL,FRANKLIN,1059,6136,4448,10763,0.570101272879309,0.41326767629843,10584,0.579743008314437,0.420256991685563,4793,6119,11103,0.431685130145006,0.551112311987751,10912,0.439241202346041,0.560758797653959,2197,9466,12040,0.182475083056478,0.786212624584718,11663,0.188373488810769,0.811626511189231,2086,10376,12578,0.165845126411194,0.824932421688663,12462,0.167388862140908,0.832611137859092
ALABAMA,AL,GENEVA,1061,4703,4747,9628,0.488471125882842,0.493041130037391,9450,0.497671957671958,0.502328042328042,2769,6588,9559,0.289674652160268,0.689193430275133,9357,0.295928182109651,0.704071817890349,1525,9994,11758,0.129698928389182,0.84997448545671,11519,0.132389964406633,0.867610035593367,1595,10848,12545,0.127142287764049,0.864726982861698,12443,0.128184521417665,0.871815478582335
ALABAMA,AL,GREENE,1063,3474,1034,4538,0.765535478184222,0.227853680035258,4508,0.770629991126886,0.229370008873114,3504,850,4396,0.797088262056415,0.193357597816197,4354,0.804777216352779,0.195222783647221,4013,838,4880,0.82233606557377,0.17172131147541,4851,0.827252112966399,0.172747887033601,3884,875,4775,0.813403141361257,0.183246073298429,4759,0.816137844084892,0.183862155915108
ALABAMA,AL,HALE,1065,3583,2074,5979,0.599264090985115,0.346880749289179,5657,0.633374580166166,0.366625419833834,4652,2984,7731,0.601733281593584,0.385978528004139,7636,0.609219486642221,0.390780513357779,4775,3173,8040,0.593905472636816,0.394651741293532,7948,0.600780070457977,0.399219929542023,4663,3192,7900,0.590253164556962,0.404050632911392,7855,0.593634627625716,0.406365372374284
ALABAMA,AL,HENRY,1067,2973,2813,5879,0.505698248001361,0.478482735159041,5786,0.513826477704805,0.486173522295195,2782,4054,6932,0.40132717830352,0.584824004616272,6836,0.406963136337039,0.593036863662961,2292,5632,8072,0.28394449950446,0.697720515361744,7924,0.289247854618879,0.710752145381121,2606,6607,9298,0.280275328027533,0.710582921058292,9213,0.282861174427439,0.71713882557256
ALABAMA,AL,HOUSTON,1069,7848,14884,23238,0.337722695584818,0.640502625010758,22732,0.345240190040472,0.654759809959528,9412,22150,32057,0.293602021399382,0.690956733318776,31562,0.298206704264622,0.701793295735378,10664,30728,42639,0.250099674007364,0.720654799596613,41392,0.257634325473521,0.742365674526478,12917,32618,46173,0.279752236155329,0.706430164814935,45535,0.283671900735698,0.716328099264302
ALABAMA,AL,JACKSON,1071,8776,4897,14203,0.617897627261846,0.344786312750827,13673,0.641848899290573,0.358151100709427,9066,8475,17906,0.506310733832235,0.473305037417625,17541,0.516846245938088,0.483153754061912,3673,16672,20984,0.17503812428517,0.79451010293557,20345,0.180535758171541,0.819464241828459,3717,19670,23636,0.157260111694026,0.832205110847859,23387,0.158934450763245,0.841065549236756
ALABAMA,AL,JEFFERSON,1073,113069,132612,259512,0.435698541878603,0.511005271432535,245681,0.460226879571477,0.539773120428523,129889,138491,273763,0.474457833965876,0.505879172861197,268380,0.483974215664357,0.516025784335644,156873,134768,304191,0.515705592867639,0.443037433717631,291641,0.537897620704908,0.462102379295092,181688,138843,325848,0.557585131717856,0.426097444207115,320531,0.566834409152313,0.433165590847687
ALABAMA,AL,LAMAR,1075,3366,2778,6186,0.544131910766246,0.449078564500485,6144,0.5478515625,0.4521484375,2653,4470,7249,0.365981514691682,0.61663677748655,7123,0.372455426084515,0.627544573915485,1036,5823,6966,0.148722365776629,0.835917312661499,6859,0.151042426009622,0.848957573990378,978,6174,7193,0.135965522035312,0.858334491867093,7152,0.136744966442953,0.863255033557047
ALABAMA,AL,LAUDERDALE,1077,15379,10467,27243,0.564511984730022,0.38420878757846,25846,0.59502437514509,0.40497562485491,13875,17478,32137,0.431745340262003,0.543859103214363,31353,0.442541383599656,0.557458616400344,9952,27899,39525,0.251790006325111,0.705857052498419,37851,0.262925682280521,0.737074317719479,11915,31721,44339,0.268725050181556,0.715419833555109,43636,0.273054358786323,0.726945641213677
ALABAMA,AL,LAWRENCE,1079,6112,2456,8742,0.699153511782201,0.280942576069549,8568,0.713352007469655,0.286647992530345,6296,5671,12185,0.516700861715224,0.46540828887977,11967,0.526113478733183,0.473886521266817,3627,10833,14829,0.244588306696338,0.730528019421404,14460,0.250829875518672,0.749170124481328,3562,12322,16031,0.222194498159815,0.768635768199114,15884,0.224250818433644,0.775749181566356
ALABAMA,AL,LEE,1081,9606,10982,21972,0.437192790824686,0.499817950118332,20588,0.466582475228288,0.533417524771712,14574,22433,38264,0.380880200710851,0.586269077984529,37007,0.393817385899965,0.606182614100035,21230,34617,59191,0.358669392306263,0.584835532428917,55847,0.380145755367343,0.619854244632657,27860,42221,71449,0.38992848045459,0.590924995451301,70081,0.39753998944079,0.60246001055921
ALABAMA,AL,LIMESTONE,1083,8180,4574,13384,0.611177525403467,0.34175134488942,12754,0.641367414144582,0.358632585855418,8992,14204,23634,0.38046881611238,0.600998561394601,23196,0.387653043628212,0.612346956371788,9468,29067,40294,0.234972948826128,0.721372909117983,38535,0.245698715453484,0.754301284546516,13672,34640,49235,0.277688636132832,0.703564537422565,48312,0.282993873157808,0.717006126842192
ALABAMA,AL,LOWNDES,1085,3577,1524,5329,0.671232876712329,0.285982360668043,5101,0.701235051950598,0.298764948049402,4557,1638,6243,0.729937530033638,0.262373858721768,6195,0.735593220338983,0.264406779661017,4883,1751,6684,0.730550568521843,0.261968880909635,6634,0.736056677720832,0.263943322279168,4972,1836,6835,0.727432333577176,0.26861741038771,6808,0.730317273795535,0.269682726204465
ALABAMA,AL,MACON,1087,7028,1259,8774,0.801002963300661,0.143492135855938,8287,0.848075298660553,0.151924701339447,7665,1091,8831,0.867965122862643,0.123542067716,8756,0.875399725902238,0.124600274097762,7566,1431,9140,0.827789934354486,0.156564551422319,8997,0.840946982327442,0.159053017672558,7108,1541,8723,0.814857273873667,0.176659406167603,8649,0.821829113192277,0.178170886807723
ALABAMA,AL,MADISON,1089,30469,30604,65072,0.468235185640521,0.470309810671256,61073,0.498894765280893,0.501105234719107,48199,62151,113318,0.42534284050195,0.548465380610318,110350,0.436782963298595,0.563217036701405,62822,89520,163389,0.384493448151344,0.547894901125535,152342,0.412374788305261,0.587625211694739,87286,102780,194767,0.44815600178675,0.527707465843803,190066,0.459240474361538,0.540759525638462
ALABAMA,AL,MARENGO,1091,5178,4048,9660,0.536024844720497,0.419047619047619,9226,0.56123997398656,0.43876002601344,4841,4690,9608,0.503850957535387,0.488134887593672,9531,0.507921519252964,0.492078480747036,5615,5233,10994,0.510733127160269,0.475986901946516,10848,0.517606932153392,0.482393067846608,5488,5343,10900,0.50348623853211,0.490183486238532,10831,0.506693749422953,0.493306250577047
ALABAMA,AL,MARION,1093,5450,5182,10738,0.507543304153474,0.482585211398771,10632,0.512603461249059,0.487396538750941,4600,6910,11756,0.39128955427016,0.587784960871045,11510,0.399652476107732,0.600347523892268,1432,11274,12984,0.110289587184227,0.868299445471349,12706,0.112702660160554,0.887297339839446,1463,12205,13807,0.105960744549866,0.88397189831245,13668,0.107038337723149,0.892961662276851
ALABAMA,AL,MARSHALL,1095,10854,8159,19933,0.54452415592234,0.40932122610746,19013,0.570872560879398,0.429127439120602,10381,17084,27989,0.370895709028547,0.610382650326914,27465,0.377971964318223,0.622028035681777,4917,29233,35316,0.139228678219504,0.827755125155737,34150,0.14398243045388,0.85601756954612,5943,33191,39655,0.149867608120035,0.836994073887278,39134,0.151862830275464,0.848137169724536
ALABAMA,AL,MOBILE,1097,46180,67515,116992,0.39472784463895,0.577090741247265,113695,0.406174414002375,0.593825585997625,58640,78162,139745,0.41962145336148,0.559318759168485,136802,0.428648703966316,0.571351296033684,72186,95116,172737,0.417895413258306,0.550640569188998,167302,0.431471231664893,0.568528768335107,79474,101243,183164,0.433895306938045,0.552745080911096,180717,0.43977046985065,0.56022953014935
ALABAMA,AL,MONROE,1099,4262,4615,9072,0.469797178130512,0.50870811287478,8877,0.480117156697082,0.519882843302918,3741,5153,8951,0.41794212937102,0.57568986705396,8894,0.4206206431302,0.5793793568698,4332,5795,10271,0.421770032129296,0.564209911401032,10127,0.427767354596623,0.572232645403377,4455,6147,10668,0.417604049493813,0.576209223847019,10602,0.420203735144312,0.579796264855688
ALABAMA,AL,MONTGOMERY,1101,28018,35745,66504,0.421297967039577,0.53748646697943,63763,0.439408434358484,0.560591565641516,40371,38827,80328,0.50257693456827,0.483355741460014,79198,0.509747720902043,0.490252279097957,58916,34003,95878,0.61448924675108,0.354648615949436,92919,0.634057620077702,0.365942379922298,64529,33311,99139,0.650894199053854,0.336002985706937,97840,0.659535977105478,0.340464022894522
ALABAMA,AL,MORGAN,1103,14703,13214,29271,0.502306036691606,0.451436575450104,27917,0.526668338288498,0.473331661711502,16060,25774,42681,0.376279843490077,0.603875260654624,41834,0.383898264569489,0.616101735430511,11254,37486,50644,0.22221783429429,0.74018639917858,48740,0.230898645876077,0.769101354123923,13234,39664,53722,0.246342280629909,0.738319496668032,52898,0.250179590910809,0.749820409089191
ALABAMA,AL,PERRY,1105,4208,2262,6522,0.645200858632321,0.346826126954922,6470,0.650386398763524,0.349613601236476,4020,1732,5787,0.694660445826853,0.299291515465699,5752,0.698887343532684,0.301112656467316,3824,1407,5278,0.724516862447897,0.26657824933687,5231,0.731026572357102,0.268973427642898,3860,1339,5230,0.738049713193117,0.256022944550669,5199,0.74245047124447,0.25754952875553
ALABAMA,AL,PICKENS,1107,4504,3582,8182,0.55047665607431,0.437790271327304,8086,0.557012119713084,0.442987880286916,4143,4306,8540,0.485128805620609,0.504215456674473,8449,0.490353888034087,0.509646111965913,3972,5456,9542,0.416264933976106,0.571787885139384,9428,0.421298260500636,0.578701739499364,4022,5594,9668,0.416011584609019,0.578609846917666,9616,0.418261231281198,0.581738768718802
ALABAMA,AL,PIKE,1109,4417,5220,9991,0.442097888099289,0.522470223200881,9637,0.458337656947183,0.541662343052817,4357,6058,10544,0.413220789074355,0.574544764795144,10415,0.418338934229477,0.581661065770523,5056,7693,13168,0.383961117861482,0.584219319562576,12749,0.396580123931289,0.603419876068711,5636,8042,13841,0.407196011848855,0.581027382414565,13678,0.412048545108934,0.587951454891066
ALABAMA,AL,RANDOLPH,1111,3378,3279,7094,0.476177051029039,0.462221595714688,6657,0.507435781883731,0.492564218116269,3094,4666,7919,0.390705897209244,0.58921581007703,7760,0.398711340206186,0.601288659793814,2291,7705,10187,0.224894473348385,0.756356140178659,9996,0.229191676670668,0.770808323329332,2203,8559,10837,0.203285041985789,0.789794223493587,10762,0.204701728303289,0.795298271696711
ALABAMA,AL,RUSSELL,1113,8123,4485,13500,0.601703703703704,0.332222222222222,12608,0.64427347715736,0.35572652284264,8396,6198,14775,0.568257191201354,0.419492385786802,14594,0.575304919830067,0.424695080169933,9579,9210,19256,0.497455338595762,0.478292480265891,18789,0.509819575283411,0.49018042471659,11228,9864,21329,0.526419428946505,0.462468939003235,21092,0.532334534420633,0.467665465579367
ALABAMA,AL,ST. CLAIR,1115,7396,14957,23267,0.317875102075901,0.64284179309752,22353,0.330872813492596,0.669127186507404,6485,17117,24090,0.269198837691988,0.710543794105438,23602,0.274764850436404,0.725235149563596,22977,73020,101254,0.226924368420013,0.721156695044146,95997,0.239351229725929,0.760648770274071,33268,79700,114950,0.289412788168769,0.693344932579382,112968,0.294490475178812,0.705509524821188
ALABAMA,AL,SHELBY,1117,5236,7768,13654,0.383477369269079,0.568917533323568,13004,0.402645339895417,0.597354660104583,13183,47651,62128,0.212190960597476,0.766981071336595,60834,0.216704474471513,0.783295525528487,5589,31651,38400,0.145546875,0.824244791666667,37240,0.150080558539205,0.849919441460795,7744,36166,44441,0.17425350464661,0.813798069350375,43910,0.176360737872922,0.823639262127078
ALABAMA,AL,SUMTER,1119,5015,2104,7199,0.696624531184887,0.292262814279761,7119,0.704452872594466,0.295547127405534,4415,1629,6088,0.725197109067017,0.26757555847569,6044,0.730476505625414,0.269523494374586,4746,1581,6411,0.740290126345344,0.246607393542349,6327,0.750118539592224,0.249881460407776,4648,1598,6291,0.738833253854713,0.254013670322683,6246,0.744156260006404,0.255843739993596
ALABAMA,AL,TALLADEGA,1121,10159,9902,20641,0.492175766677971,0.479724819533937,20061,0.506405463336823,0.493594536663177,11264,13807,25451,0.442575930218852,0.54249341872618,25071,0.449284033345299,0.550715966654701,12121,20614,33407,0.362828149788966,0.617056305564702,32735,0.370276462501909,0.629723537498091,13138,22235,35663,0.368393012365757,0.623475310545944,35373,0.371413224775959,0.628586775224041
ALABAMA,AL,TALLAPOOSA,1123,7260,5958,13603,0.533705800191134,0.437991619495699,13218,0.549251021334544,0.450748978665456,6183,9805,16253,0.380422075924445,0.603273241863041,15988,0.386727545659244,0.613272454340756,5519,13594,19486,0.283228984912245,0.697629067022478,19113,0.288756343849736,0.711243656150264,5859,14963,20991,0.279119622695441,0.71282930779858,20822,0.281385073479973,0.718614926520027
ALABAMA,AL,TUSCALOOSA,1125,19103,19750,40720,0.469130648330059,0.485019646365422,38853,0.491673744627185,0.508326255372815,24614,34003,60114,0.409455368133879,0.565641946967429,58617,0.419912312127881,0.580087687872119,31762,47723,82700,0.384062877871826,0.577061668681983,79485,0.399597408316034,0.600402591683965,37765,51117,90172,0.418810717295835,0.566883289712993,88882,0.424889178911366,0.575110821088634
ALABAMA,AL,WALKER,1127,13616,8795,22828,0.596460487121079,0.385272472402313,22411,0.607558788095132,0.392441211904868,11621,13486,25641,0.453219453219453,0.525954525954526,25107,0.462858963635639,0.537141036364361,4497,24266,29472,0.152585504885993,0.82335776330076,28763,0.156346695407294,0.843653304592706,4834,26002,31170,0.155085017645172,0.834199550850176,30836,0.156764820339863,0.843235179660137
ALABAMA,AL,WASHINGTON,1129,3520,3045,6625,0.531320754716981,0.459622641509434,6565,0.536176694592536,0.463823305407464,3386,4117,7596,0.445760926803581,0.541995787256451,7503,0.451286152205784,0.548713847794216,2374,6042,8533,0.278213992734091,0.708074534161491,8416,0.28208174904943,0.71791825095057,2258,6564,8876,0.254393871113114,0.739522307345651,8822,0.255951031512129,0.744048968487871
ALABAMA,AL,WILCOX,1131,4951,2280,7261,0.681862002478997,0.314006335215535,7231,0.684690914119762,0.315309085880238,3444,1661,5126,0.67186890362856,0.324034334763948,5105,0.674632713026445,0.325367286973555,4339,1737,6118,0.709218698921216,0.283916312520431,6076,0.714121132323897,0.285878867676103,4048,1833,5903,0.685753006945621,0.31052007453837,5881,0.688318313212039,0.311681686787961
ALABAMA,AL,WINSTON,1133,3368,4981,8436,0.399241346609768,0.590445708866761,8349,0.403401604982633,0.596598395017367,2692,6413,9318,0.288903198111183,0.688237819274522,9105,0.295661724327293,0.704338275672707,872,9228,10313,0.0845534761950936,0.894792979734316,10100,0.0863366336633663,0.913663366336634,974,10195,11284,0.0863169088975541,0.903491669620702,11169,0.0872056585191154,0.912794341480885
ARIZONA,AZ,APACHE,4001,3917,5991,10595,0.369702689948089,0.565455403492213,9908,0.395337101332257,0.604662898667743,13025,5947,19456,0.669459292763158,0.3056640625,18972,0.686538056082648,0.313461943917352,17083,8240,27661,0.617584324500199,0.297892339394816,25323,0.674604114836315,0.325395885163685,23293,11442,35172,0.662259752075515,0.325315591948141,34735,0.670591622283,0.329408377717
